Nom français,Geo Point,Geo Shape,Site
Velopark de Saint-Quentin-en-Yvelines,"48.7892167858986, 2.03850633116933","{""coordinates"":[2.03850633116933,48.7892167858986],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7900559062971, 2.03903447798318","{""coordinates"":[2.03903447798318,48.7900559062971],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7889532696351, 2.03530623680133","{""coordinates"":[2.03530623680133,48.7889532696351],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7896335179111, 2.03159787844583","{""coordinates"":[2.03159787844583,48.7896335179111],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7889637306485, 2.03524333097796","{""coordinates"":[2.03524333097796,48.7889637306485],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7896996203394, 2.0303766317154","{""coordinates"":[2.0303766317154,48.7896996203394],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7872432016949, 2.03679916152169","{""coordinates"":[2.03679916152169,48.7872432016949],""type"":""Point""}",VEL
Velopark de Saint-Quentin-en-Yvelines,"48.7873680816184, 2.03465351049572","{""coordinates"":[2.03465351049572,48.7873680816184],""type"":""Point""}",VEL
Château de Versailles,"48.8170404363397, 2.0824911996559","{""coordinates"":[2.0824911996559,48.8170404363397],""type"":""Point""}",VER
Château de Versailles,"48.8174132642311, 2.08299460570386","{""coordinates"":[2.08299460570386,48.8174132642311],""type"":""Point""}",VER
Château de Versailles,"48.8200512113082, 2.08766324769207","{""coordinates"":[2.08766324769207,48.8200512113082],""type"":""Point""}",VER
Château de Versailles,"48.8172737507282, 2.08178672727559","{""coordinates"":[2.08178672727559,48.8172737507282],""type"":""Point""}",VER
Château de Versailles,"48.8175498554982, 2.08162221799771","{""coordinates"":[2.08162221799771,48.8175498554982],""type"":""Point""}",VER
Château de Versailles,"48.8173624199438, 2.08321718825142","{""coordinates"":[2.08321718825142,48.8173624199438],""type"":""Point""}",VER
Château de Versailles,"48.8164209546039, 2.08151729209213","{""coordinates"":[2.08151729209213,48.8164209546039],""type"":""Point""}",VER
Château de Versailles,"48.8185753553104, 2.07642232665729","{""coordinates"":[2.07642232665729,48.8185753553104],""type"":""Point""}",VER
Château de Versailles,"48.8176626338501, 2.08333493206692","{""coordinates"":[2.08333493206692,48.8176626338501],""type"":""Point""}",VER
Château de Versailles,"48.8160574578065, 2.08083633069445","{""coordinates"":[2.08083633069445,48.8160574578065],""type"":""Point""}",VER
Château de Versailles,"48.8175292571253, 2.08317065927087","{""coordinates"":[2.08317065927087,48.8175292571253],""type"":""Point""}",VER
Château de Versailles,"48.8173153716458, 2.08295688069676","{""coordinates"":[2.08295688069676,48.8173153716458],""type"":""Point""}",VER
Château de Versailles,"48.8171259829539, 2.08167049687711","{""coordinates"":[2.08167049687711,48.8171259829539],""type"":""Point""}",VER
Château de Versailles,"48.817243278368, 2.0828052794018","{""coordinates"":[2.0828052794018,48.817243278368],""type"":""Point""}",VER
Stade Nautique de Vaires s/ M. - eaux vives,"48.8679082666845, 2.6607025996917","{""coordinates"":[2.6607025996917,48.8679082666845],""type"":""Point""}",VN2
Stade Nautique de Vaires-sur-Marne,"48.8649029369697, 2.64421502698746","{""coordinates"":[2.64421502698746,48.8649029369697],""type"":""Point""}",VNS
Stade Nautique de Vaires-sur-Marne,"48.8642422553726, 2.63926414538872","{""coordinates"":[2.63926414538872,48.8642422553726],""type"":""Point""}",VNS
Stade Nautique de Vaires-sur-Marne,"48.8649231652766, 2.64432544652333","{""coordinates"":[2.64432544652333,48.8649231652766],""type"":""Point""}",VNS
Stade Nautique de Vaires-sur-Marne,"48.8648321378312, 2.64418567495893","{""coordinates"":[2.64418567495893,48.8648321378312],""type"":""Point""}",VNS
Stade Nautique de Vaires-sur-Marne,"48.8648385741207, 2.64410320973594","{""coordinates"":[2.64410320973594,48.8648385741207],""type"":""Point""}",VNS
Stade Nautique de Vaires-sur-Marne,"48.8638706795571, 2.6381900531824","{""coordinates"":[2.6381900531824,48.8638706795571],""type"":""Point""}",VNS
Stade Nautique de Vaires-sur-Marne,"48.8641177073065, 2.63827588379696","{""coordinates"":[2.63827588379696,48.8641177073065],""type"":""Point""}",VNS
Stade Nautique de Vaires-sur-Marne,"48.86486929532, 2.64429638170785","{""coordinates"":[2.64429638170785,48.86486929532],""type"":""Point""}",VNS
Stade Nautique de Vaires-sur-Marne,"48.864767774891, 2.64406547141355","{""coordinates"":[2.64406547141355,48.864767774891],""type"":""Point""}",VNS
Stade Nautique de Vaires-sur-Marne,"48.8645628406164, 2.64014455673186","{""coordinates"":[2.64014455673186,48.8645628406164],""type"":""Point""}",VNS
Stade Yves-du-Manoir,"48.9299396983572, 2.2412018615147","{""coordinates"":[2.2412018615147,48.9299396983572],""type"":""Point""}",YDM
Stade Yves-du-Manoir,"48.9306997170855, 2.24197812933048","{""coordinates"":[2.24197812933048,48.9306997170855],""type"":""Point""}",YDM
Stade Yves-du-Manoir,"48.9306181068102, 2.24230897004071","{""coordinates"":[2.24230897004071,48.9306181068102],""type"":""Point""}",YDM
Stade Yves-du-Manoir,"48.9305364915287, 2.2420481430682","{""coordinates"":[2.2420481430682,48.9305364915287],""type"":""Point""}",YDM
Stade Yves-du-Manoir,"48.9305878178437, 2.24218615237657","{""coordinates"":[2.24218615237657,48.9305878178437],""type"":""Point""}",YDM
Stade Yves-du-Manoir,"48.93048865166, 2.24185625903574","{""coordinates"":[2.24185625903574,48.93048865166],""type"":""Point""}",YDM
Stade Yves-du-Manoir,"48.9307246719074, 2.24221006863272","{""coordinates"":[2.24221006863272,48.9307246719074],""type"":""Point""}",YDM
Stade Yves-du-Manoir,"48.9304507236279, 2.24711404215213","{""coordinates"":[2.24711404215213,48.9304507236279],""type"":""Point""}",YDM
Stade Yves-du-Manoir,"48.9305336042019, 2.24734871464094","{""coordinates"":[2.24734871464094,48.9305336042019],""type"":""Point""}",YDM
Stade Yves-du-Manoir,"48.9299864872104, 2.24161892784828","{""coordinates"":[2.24161892784828,48.9299864872104],""type"":""Point""}",YDM
